Text1,Text2,Type,Lang,Scores,e5_mean
Gabriel of course is there specifically targeting her.,That's not saying that Aishlinn didn't put up a good resistance too Gabriel.,train,eng,0.41,0.8550860285758972
I have nothing to do now that school is out for Spring break!,Are you out of your medication or is therapy school on break?!,train,eng,0.41,0.8430178761482239
"They were inseparable that summer and every summer for the next 4 years, then Cullen experienced a tragedy that he blamed Taige for not stopping.",Cullen is instantly attracted to Taige's exotic beauty and air of mystery.,train,eng,0.41,0.8122755289077759
A woman in speaking in a theater.,deleon speaking into a mic.,train,eng,0.41,0.8084717988967896
"Overall, I'd say avoid this book.","This book was entertaining, and not what I expected at all.",train,eng,0.41,0.8361164927482605
"Apollo 11 landed on the moon on July 20 , 1969 with astronauts Neil Armstrong and Buzz Aldrin , while Michael Collins orbited above .","While he orbited the Moon , Neil Armstrong and Buzz Aldrin made the first manned landing on the lunar surface .",train,eng,0.41,0.9060200452804565
"Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm",What happens first? Yellowstone blows or GOP prez candidate calls Trump racist?,train,eng,0.41,0.8159275650978088
slowly and oh so very slowly Flory decides to be a night fairy again.,"The Night Fairy was a winner for me, and one I would reccommend for every school library.",train,eng,0.41,0.8191267848014832
A man sits behind a music stand playing the guitar while people perform in the background.,Colorfully dressed female dancers are performing on stage with a background of stars.,train,eng,0.41,0.7830663323402405
Not many books draw a reaction out of me like that and hers did.,Though it wasn't enough to make me stop reading the book.,train,eng,0.41,0.8562071323394775
"The three colors red-white-blue stand for nation-religion-king , an unofficial motto of Thailand .",The flag used at the first official flying of the flag of Hawaii erroneously placed the stripes in the order white-red-blue .,train,eng,0.41,0.8192101716995239
That my friends is the line that is supposed to make us fall in love with Tiras.. Wtf.,On to the sexiness that is Tiras.,train,eng,0.41,0.8719736933708191
"@tedcruz And, #HandOverTheServer she wiped clean + 30k deleted emails, explains dereliction of duty/lies re #Benghazi,etc #tcot",Wondering what the NEXT idiotic GOP smear against @HillaryClinton will be. It's coming for sure. Just don't know details yet.,train,eng,0.41,0.8401430249214172
Nora crossed an area of abnormally warm water near the west coast of the Baja California Peninsula .,The Gulf of California is a body of water that separates the Baja California Peninsula from the Mexican mainland .,train,eng,0.41,0.8285558819770813
A woman in blue jeans and a dark jacket walks in front of a building.,A man wearing a dark hat and brown jacket is standing and holding a newspaper.,train,eng,0.41,0.791840136051178
The 500 miles hours we will know soon!,500 km / h is pretty fast.,train,eng,0.41,0.8875208497047424
.@DannyZuker With ONE speech @realDonaldTrump managed to financially screw himself. Imagine what he can do for us as POTUS!,"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!",train,eng,0.41,0.8434798121452332
@Callisto1947 @texasman2008 @AmyMek Hillary's new Campaign Slogan: HILLARY - NOTHING TO HIDE EXCEPT THE TRUTH !!! #TCOT #CCOT,"@ResistTyranny ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",train,eng,0.41,0.8592312335968018
@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman.,"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain",train,eng,0.41,0.8353240489959717
"It hit Long Island , New York on September 23 , causing damage and destruction throughout New England .","During September 21 and September 22 , this hurricane hit the Virgin Islands and Puerto Rico , causing heavy damage and loss of life .",train,eng,0.41,0.8719252347946167
"Oceanic lithosphere is less dense than asthenosphere for a few tens of millions of years , but after this becomes increasingly denser than asthenosphere .","As it moves away from the ridge , the lithosphere becomes cooler and denser , and sediment gradually builds on top of it .",train,eng,0.41,0.8792246580123901
original review: I can't get over how good this book was!,Hopefully you enjoyed my review ~Lia,train,eng,0.41,0.8279087543487549
@Upworthy @HillaryClinton It should be illegal for an employer to discriminate against their workers. #EqualityForAll,Thanks @Chefs4Hillary for amazing noms for canvassing #FITN,train,eng,0.41,0.8485779166221619
The problem with this book was that the author was TOO GOOD at making Ian bad in the first book.,"Ian Ranulf has been exiled from his werewolf clan for over seventy years, since he refused to fight his grandfather for the alpha position.",train,eng,0.41,0.7892842888832092
BRAVO TO BOTH OF YOU BEAUTIFULLY EXPLAINED HOLD UP #humantrafficking bill @SenBlumenthal @DickDurbin #womensrights #righttochoose,There's an undeniable inverse correlation between women's right to choose and crime rates #womensrights,train,eng,0.41,0.8333888649940491
"An old Asian man, with a blue shirt, sits with his cane.",Boy in Asian garb sits on his father's shoulders and looks alarmedly into the distance.,train,eng,0.41,0.8341841101646423
"Flowers, normally roses, and a box of candy.",Do not use the typical flowers and candy.,train,eng,0.41,0.8312153220176697
The basis of this anthology is that the way to Bordertown has been lost for 13 years.,"Some are destined to stay in Bordertown, and some merely need the magical to set them on their path.",train,eng,0.41,0.8203033208847046
It also says a lot about fate in the fact that Luc killing Corinthe actually ended up happening in the end.,Luc was a bit dry as a character for me.,train,eng,0.41,0.8237665295600891
RT @DogsOfGod: I will fight for the unborn!,When you bring up the 50 million black babies aborted in the past 30 years people get offended...,train,eng,0.41,0.8199917078018188
@AYoungJFK it was her choice Mark! #profeminist,Off to the #clinic this morning. 2015 and we still have to chase away anti-choice nutters harassing our patients.,train,eng,0.41,0.8160073757171631
@tooprettyclub Are you OK with #GOP males telling you what you can and can't do with your own body?,"@LifeMattersJrnl Once again, whose body do you have a ""right"" to use w/out consent? Still waiting. #rapeculture",train,eng,0.41,0.9100151062011719
"I deny your request, and I do so with surety and confidence.",I can succesfully say No you can't.,train,eng,0.41,0.8826032876968384
A dog chasing livestock on sand.,A young boy stands near a sand pyramid.,train,eng,0.41,0.7900655269622803
You should have respect for your mother.,Even if this is your own mother!,train,eng,0.41,0.8702152967453003
Idiot: how would you feel if your mom aborted you? Me: nothing cause I would be fucking dead.,Gets rid of a daughter and pretends she never existed. #ParentTrapPlot or,train,eng,0.41,0.8110730648040771
"So many things about this book grabbed, and held, my attention.",I excitedly await the next book in the series .,train,eng,0.41,0.8556714057922363
I have seen the movie many times.,"Yeah, I've seen times like these before.",train,eng,0.41,0.8396405577659607
A t-shirt with Metallica's Master of Puppets on it.,"The song ""Master of Puppets"" for me too.",train,eng,0.41,0.8800836801528931
"@LogicOfLife7 I don't confuse ""right to life"" with 'right-to-use-someone's-body-without-consent'. Do you? #rapeculture","If 'tis not human beings in the womb, how do we harvest and transplant their organs onto human beings?",train,eng,0.41,0.8233632445335388
"#PrezTrump had a great week, he's the BIG news story, mission accomplished. #tcot #TeaParty",You know Donald Trump is in deep when most Neo-Conservatives call him out on his bullsh*t speech.,train,eng,0.41,0.833715558052063
No Place Like Oz Dorothy is back in Kansas and she has basically an attitude from the very first page.,"Everyone thought he return to the ""Other Place"" but how did he manage to return to Oz, when things are turning into ruins?",train,eng,0.41,0.8285760283470154
[_ IsDlgTextStyle] Installing the [ProductName] Setup system to install [ProductName].,"To install Windows XP on this partition, Setup must reformat it.",train,eng,0.41,0.8365753293037415
".@GoldenTalon @johnmanko @CassandraRules On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO",@akawhit1 ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM INSANE OBAMMAD #WakeUpAmerica,train,eng,0.41,0.8385761976242065
get the whole CD and rip the track you want,It is the fourth track on his My Way CD.,train,eng,0.41,0.8071571588516235
"Stylistically, reading A Wizard of Earthsea is akin to reading a myth or fable, rather than a popular novel.","The entire population of the world lives on small islands that make up the Archipelago of Earthsea, and wizards are common, if revered, laborers.",train,eng,0.41,0.8133177757263184
why don't u just check out his website.,You should check out Disney in the Anomalies Unlimited website.,train,eng,0.41,0.8385604619979858
"@rodrickgibbons @ByronYork @geoffcaldwell Maybe if we make it a Toll Bridge, we may recoup some of the welfare payments! LOL",I feel like the 2016 Presidential race is @realDonaldTrump vs. Matropolis ie The Machine. Lets defeat the machine,train,eng,0.41,0.8024097681045532
"In 1661 , Koxinga forced a landing at Luerhmen , Taiwan .",Admiral Koxinga called Taiwan Tungtu/Dongdu .,train,eng,0.41,0.8281792402267456
I can't wait for the next book in the series.,I also thought that the premise of the book was very interesting.,train,eng,0.41,0.8485338687896729
