Text1,Text2,Type,Lang,Scores
@McAndles1 @OldRowRumors Hoobastank goes against Christ. Shame,",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns.",train,eng,0.17
But the secrecy maintained around the Bastille and its prisoners gave it a sinister reputation .,"Their reputation as honest , if workers , is maintained in the diaspora .",train,eng,0.16
This is the boy that picked up the box.,Angel picked her for a new friend.,train,eng,0.16
@CheekyGent @ChuckCJohnson Hey Hillary is on her to way to buy votes too! #HillarySoOld,@realDonaldTrump not good when only @AnnCoulter defends you. Your big mouth & giant ego are your downfall #stupidisasstupiddoes,train,eng,0.16
"As of 2000 , the population was 39,685 .",There are currently 39 members of staff .,train,eng,0.16
Four young guys jumping down a stairway.,A pitbull jumps to catch a flying disc.,train,eng,0.16
the teachers simply came up with another game.,Sixteen minutes remain in the game.,train,eng,0.16
Up to 50 % of the interior volume of 253 Mathilde consists of open space .,The plasma window is a technology that fills a volume of space with plasma confined by a magnetic field .,train,eng,0.16
A man wearing orange is painting a wall white.,Two woman ride a bicycle together as they pass a painting on a wall.,train,eng,0.16
I'm making the film for the scene.,Making the Youth Guarantee a reality,train,eng,0.16
I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full.,@loudobbsnews Don't you just love that truth is now called controversial comments?! Has this country fallen that low?!,train,eng,0.16
Remus was enraged by Romulus 's victory .,This victory brought him 2000 pesetas .,train,eng,0.16
A group of protesters carrying signs and flags walk down the street.,A man with a cap and jeans is washing the window not on ground level.,train,eng,0.16
but she does have a cell phone.,I started listening to this audiobook with my 12 year-old niece and she DEVOURED it faster than me!,train,eng,0.16
"The hero of Mboto Gorge, mad?","Beyond this door, there's an arena for our hero.",train,eng,0.16
offer yourself to him for free.,To enroll on Kazaa is free.,train,eng,0.16
A man in construction gear is moving a large plank of wood to a new destination.,a white dog is running on a grassy path carrying a yellow object in its mouth.,train,eng,0.16
and now she's gone and Elsa's inside of her.,I've gone over every inch of her myself.,train,eng,0.16
"Two men performing an experiment, that is smoking.",A boy on a mountain bike is performing on a dirt track before spectators under a tent.,train,eng,0.16
"on the right side he saw Reacher's vague, dark outline of buildings.",He must have been pulled to the dark side of Energico.,train,eng,0.16
"The Resurrectionist: The Lost Work of Dr. Spencer Black opens with a dense, interesting narrative: the biography of the dark protagonist.",Overall the story reminded me a lot of The Island of Dr. Monroe.,train,eng,0.16
Do not worry about it until you are twenty five.,We only are given twenty five minutes for lunch.,train,eng,0.16
the fight quickly moved beyond the palace.,The proprietor moved it to the counter.,train,eng,0.16
"plus, mixed children are the prettiest ;",Don't get mixed up with any boys.,train,eng,0.16
Two boys are posing along with an adult in a ninja-like costume,A lone little girl surrounded by adults is eating cake.,train,eng,0.16
A woman walking with a phone in her hand.,A man sings and plays the guitar into a microphone.,train,eng,0.16
Njesuthi in the Drakensberg at abbr = on 3 is the highest peak in South Africa .,It is the highest peak of the Strandzha massif and also the European part of Turkey .,train,eng,0.16
An African woman is hanging laundry with two children.,Four children sit on tall bar stools at a yellow and gray bar.,train,eng,0.16
Put on a movie or some music.,Learn to put that into words!,train,eng,0.16
The cause of the disease is currently unknown .,Pepper is known to cause sneezing .,train,eng,0.16
It is implemented simply by calling .,Others are simply kidnapped .,train,eng,0.16
Six girls are forming a human pyramid in a bedroom during what appears to be a slumber party.,"A female chef examining her freshly baked bread, in what appears to be a kitchen.",train,eng,0.16
"She... seems very off (not that she doesn't later, but I personally didn't really love her until I got to understand her.)",I can not show enough praise for these books!,train,eng,0.16
Cover the entrance to the doorway with a old carpet and use a staple guns to secure it.,I started to dig into this because you caught my curiosity itch with the question...,train,eng,0.16
"Personally, I like them both.",Should that fail to suffice personally.,train,eng,0.16
"It is very rarely that a book can command so much of my attention and I really could not resist it, yum!","She's still living with, and teaming up with Ivy & Jenks, and she seems very unsure of herself, and her place in this new life.",train,eng,0.16
"You should find another one, for at least five years.",I have seen them at least five times since then.,train,eng,0.16
But its not my kind of thing,"No, only the three-eyed kind.",train,eng,0.16
man holds a line as hot air balloon is inflated.,Four people in orange vests in a blue inflatable boat with yellow paddles.,train,eng,0.16
You can play many different types of songs with a six-string guitar.,There are so many different types of races these days.,train,eng,0.16
A woman helping a child color,Man serving a customer from a vegetable stand.,train,eng,0.16
A yellow parasail is in the air.,a golden dog tries to catch a ball,train,eng,0.16
Why does the magic these women have show up specifically on their 21st birthday and not at any other time?,"(Rather admittedly, this summary is not as all-encompassing as my summaries usually are.",train,eng,0.16
A skateboarder is doing a trick on a wooden step beside a white building.,A daschund with an open mouth appears to bark at a bubble making machine in the grass.,train,eng,0.16
Basically I just wish the novel and all of it's ideas/plot lines had been better executed.,Avoiding using their powers hasn't been working with them lately.,train,eng,0.16
"If you aren't talking to Fane then you ought to see a doctor because you are constipated a lot,"" Jen explained.","No pun intended, but"" Jen laughed, ""get it?",train,eng,0.16
"Ognjen Koroman born September 19 , 1978 in Pale , Bosnia and Herzegovina is a SERBIAN footballer .","During the Yugoslav Wars , several Serbian Autonomous Oblasts were formed in Croatia and Bosnia and Herzegovina .",train,eng,0.16
It's a hard fall down these steps.,Isn't that bike hard to ride?,train,eng,0.16
"Despite how different they are from each other, they become like sisters pretty quickly and I loved seeing that bond.",Marriage vows are important to me.,train,eng,0.16
I'll lose faith in the world if he doesn't.,A fairly perfect lead for a series; I'll definitely be getting the next book.,train,eng,0.16
Several women sit holding handrails on an incline shuttle.,a little boy is squirting a yellow water pistol in the swimming pool.,train,eng,0.16
"Sedgewick plays the character similar to a female version of Columbo, but she brings her own additions to the character.","I am familiar with them, they are similar to a female version of Screamo.",train,eng,0.16
"RT @createdequalorg: ""We're all human, aren't we? Every human life is worth the same, and worth saving."" -J.K. Rowling #...","Mary, Help of Christians persecuted everywhere, pray for us! #HolyLove #UnitedHearts #MaranathaSnS #profamily #1m1w #marriage",train,eng,0.16
type in soaring eagle casino in the search bar on the yahoo homepage...i believe it is the first result,"To get that result, you would browse to Google Images and type ""TAXI the movie"" into the search bar.",train,eng,0.16
Two white vehicles parked in front of Ruby's.,Three old men have their hands over each other's at a grand opening.,train,eng,0.16
A man lies next to the water on a beautiful day to enjoy the great view.,A heavyset tourist reads the posted news article on the wall of an underground subway.,train,eng,0.16
Why don't black lives matter in the womb?,Hadn't seen October Baby until the other night. Had me crying thru the whole thing...I don't cry at movies. So touching! #adoption,train,eng,0.16
Helicopter crash is on his way to a concern in St. Louis Mo.,you would ahve to go to east st louis in illinios for that.,train,eng,0.16
I feel like the series caught a much better stride in this book compared to the first book.,Source: I own a bind up of the first two books in this series.,train,eng,0.16
Runners sprint down the street hoping to be first.,A man examining what appears to be food in a kitchen.,train,eng,0.16
"@ProfessorF @JessicaTarlov And deluded shows and ""news"" reporters are not?!",I feel like the 2016 Presidential race is @realDonaldTrump vs. Matropolis ie The Machine. Lets defeat the machine,train,eng,0.16
I guess NBC does not like to hear the truth.,"@realDonaldTrump just so you know White people have more of a ""Rapist"" title, than Hispanics. #NotBeingRasist #DoResearch",train,eng,0.16
An old woman is having her nails done.,People making line to make their purchase in the antique store.,train,eng,0.16
One black dog is jumping off the snow filled ground.,An elderly woman paddles a boat filled with baskets of green vegetables.,train,eng,0.16
Three greyhounds racing on a track,Three people sitting down at a small table.,train,eng,0.16
Perhaps it is strange to think about sex constantly these days.,"Be on guard, for dangerous people are everywhere these days.",train,eng,0.16
A puppy is nursing from its mother.,A skater leaps through the air near a railing,train,eng,0.16
